Package,License,Application Compatibility Level
libblockdev-utils,LGPLv2+,2
libbpf-tools,ASL 2.0,2
libburn,GPLv2+,2
libburn-doc,GPLv2+,Not Applicable
libbytesize,LGPLv2+,2
libcanberra,LGPLv2+,2
libcanberra-devel,LGPLv2+,2
libcanberra-gtk2,LGPLv2+,2
libcanberra-gtk3,LGPLv2+,2
libcap-devel,BSD or GPLv2,2
libcap-ng-devel,LGPLv2+,2
libcap-ng-python3,LGPLv2+,2
libcdio,GPLv3+,2
libcdio-paranoia,GPLv3+,2
libcdr,MPLv2.0 and Public Domain,4
libcmis,GPLv2+ or LGPLv2+ or MPLv1.1,4
libcmpiCppImpl0,EPL,2
libcom_err-devel,MIT,2
libcurl-devel,MIT,2
libdatrie,LGPLv2+,2
libdatrie-devel,LGPLv2+,2
libdazzle,GPLv3+,4
libdb-devel,BSD and LGPLv2 and Sleepycat and MIT,2
libdb-utils,BSD and LGPLv2 and Sleepycat and MIT,2
libdecor,MIT,4
libdmx,MIT,2
libdrm,MIT,2
libdrm-devel,MIT,2
libdvdnav,GPLv2+,2
libdvdread,GPLv2+,2
libdwarves1,GPLv2,2
libecap,BSD,2
libecap-devel,BSD,2
libecpg,PostgreSQL,4
libedit-devel,BSD,2
libell,LGPLv2+,2
libepoxy,MIT,2
libepoxy-devel,MIT,2
libepubgen,MPLv2.0,4
liberation-fonts,OFL,2
liberation-fonts-common,OFL,2
liberation-mono-fonts,OFL,2
liberation-narrow-fonts,Liberation,2
liberation-sans-fonts,OFL,2
liberation-serif-fonts,OFL,2
libestr,LGPLv2+,2
libetonyek,MPLv2.0,4
libevdev,MIT,2
libevent-devel,BSD,2
libevent-doc,BSD and MIT,Not Applicable
libexif,LGPLv2+,2
libexttextcat,BSD,2
libfabric,BSD or GPLv2,4
libfastjson,MIT,2
libfdt,GPLv2+,4
libffi-devel,MIT,2
libfontenc,MIT,2
libfonts,LGPLv2 and UCD,4
libformula,LGPLv2,4
libfprint,LGPLv2+,2
libfreehand,MPLv2.0,4
libgccjit,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,2
libgccjit-devel,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,2
libgcrypt-devel,LGPLv2+ and GPLv2+,2
libgdata,LGPLv2+,2
libgdata-devel,LGPLv2+,2
libgee,LGPLv2+,2
libgexiv2,GPLv2+,4
libglvnd,MIT,1
libglvnd-core-devel,MIT,1
libglvnd-devel,MIT,1
libglvnd-egl,MIT,1
libglvnd-gles,MIT,1
libglvnd-glx,MIT,1
libglvnd-opengl,MIT,1
libgnomekbd,LGPLv2+,2
libgomp-offload-nvptx,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,2
libgpg-error-devel,LGPLv2+,2
libgphoto2,GPLv2+ and GPLv2,2
libgpiod,LGPLv2+,4
libgpiod-c++,LGPLv2+,4
libgpiod-devel,LGPLv2+,4
libgpiod-utils,LGPLv2+,4
libgs,AGPLv3+,2
libgsf,LGPLv2,2
libgtop2,GPLv2+,2
libgudev-devel,LGPLv2+,4
libguestfs,LGPL-2.1-or-later,2
libguestfs-appliance,GPL-2.0-or-later AND LGPL-2.1-or-later,4
libguestfs-bash-completion,GPL-2.0-or-later,4
libguestfs-inspect-icons,LGPL-2.1-or-later,4
libguestfs-rescue,GPL-2.0-or-later,4
libguestfs-rsync,GPL-2.0-or-later,4
libguestfs-winsupport,GPLv2+,2
libguestfs-xfs,GPL-2.0-or-later,4
libgweather,GPLv2+,2
libgweather-devel,GPLv2+,2
libgxps,LGPLv2+,2
libhandy,LGPLv2+,4
libhangul,LGPLv2+,2
libi2c,LGPLv2+,2
libi2cd,LGPLv2+,4
libi2cd-devel,LGPLv2+,4
libibumad,GPLv2 or BSD,2
libical,LGPLv2 or MPLv2.0,2
libical-devel,LGPLv2 or MPLv2.0,2
libical-glib,LGPLv2 or MPLv2.0,2
libical-glib-devel,LGPLv2 or MPLv2.0,2
libICE,MIT,2
libICE-devel,MIT,2
libicu-devel,MIT and UCD and Public Domain,2
libidn2-devel,(GPLv2+ or LGPLv3+) and GPLv3+,2
libieee1284,GPLv2+,2
libieee1284-devel,GPLv2+,2
libijs,AGPLv3+,2
libinput,MIT,2
libinput-utils,MIT,2
libipt,BSD,2
libiptcdata,LGPLv2+,2
libiscsi,LGPLv2+,4
libiscsi-utils,GPLv2+,4
libisoburn,GPLv2+,2
libisoburn-doc,GPLv2+,Not Applicable
libisofs,GPLv2+ and LGPLv2+,2
libisofs-doc,GPLv2+ and LGPLv2+,Not Applicable
libitm,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,4
libitm-devel,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,4
libjose,ASL 2.0,2
libjpeg-turbo,IJG,2
libjpeg-turbo-devel,IJG,2
libjpeg-turbo-utils,IJG,2
libkdumpfile,LGPL-3.0-or-later OR GPL-2.0-or-later,2
libkdumpfile-devel,LGPL-3.0-or-later OR GPL-2.0-or-later,2
libkeepalive,MIT,2
liblangtag,LGPLv3+ or MPLv2.0,2
liblangtag-data,Unicode,2
liblayout,LGPLv2+ and UCD,4
libldac,ASL 2.0,2
libloader,LGPLv2,4
liblognorm,LGPLv2+,2
liblognorm-doc,LGPLv2+,Not Applicable
liblouis,LGPLv3+,2
liblsan,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,4
libluksmeta,LGPLv2+,2
libmad,GPLv2+,2
libmatchbox,LGPLv2+,4
libmaxminddb,ASL 2.0 and BSD,2
libmediaart,LGPLv2+,2
libmicrohttpd,LGPLv2+,4
libmng,zlib,4
libmount-devel,LGPLv2+,2
libmpc,LGPLv3+,2
libmpc-devel,LGPLv3+,4
libmpeg2,GPLv2+,2
libmspack,LGPLv2,4
libmspub,MPLv2.0,4
libmtp,LGPLv2+,2
libmwaw,LGPLv2+ or MPLv2.0,4
libmypaint,ISC,2
libnbd,LGPL-2.0-or-later AND BSD-3-Clause,2
libnbd-bash-completion,LGPL-2.0-or-later AND BSD-3-Clause,4
libnet,BSD,2
libnetfilter_cthelper,GPLv2,2
libnetfilter_cttimeout,GPLv2+,2
libnetfilter_queue,GPLv2,2
libnl3-devel,LGPL-2.1-only,2
libnma,GPLv2+ and LGPLv2+,4
libnotify,LGPLv2+,2
libnotify-devel,LGPLv2+,2
libnsl2,BSD and LGPLv2+,2
libnumbertext,(LGPLv3+ or BSD) and (LGPLv3+ or BSD or CC-BY-SA),4
libnxz,ASL 2.0 or GPLv2+,4
libocxl,ASL 2.0,2
libodfgen,LGPLv2+ or MPLv2.0,4
libogg,BSD,2
libomp,Apache-2.0 WITH LLVM-exception OR NCSA,3
libomp-devel,Apache-2.0 WITH LLVM-exception OR NCSA,3
libopenraw,LGPLv3+,2
liborcus,MPLv2.0,4
libosinfo,LGPLv2+,2
libotf,LGPLv2+,2
libotr,GPLv2 and LGPLv2,2
libpagemaker,MPLv2.0,4
libpaper,GPLv2,2
libpciaccess-devel,MIT,2
libpeas-gtk,LGPLv2+,4
libpeas-loader-python3,LGPLv2+,4
libpfm,MIT,2
libpfm-devel,MIT,2
libpgtypes,PostgreSQL,4
libpinyin,GPLv3+,2
libpinyin-data,GPLv3+,2
libpmem,BSD,2
libpmem-debug,BSD,2
libpmem-devel,BSD,2
libpmem2,BSD,2
libpmem2-debug,BSD,2
libpmem2-devel,BSD,2
libpmemblk,BSD,2
libpmemblk-debug,BSD,2
libpmemblk-devel,BSD,2
libpmemlog,BSD,2
libpmemlog-debug,BSD,2
libpmemlog-devel,BSD,2
libpmemobj,BSD,2
libpmemobj++-devel,BSD,2
libpmemobj++-doc,BSD,Not Applicable
libpmemobj-debug,BSD,2
libpmemobj-devel,BSD,2
libpmempool,BSD,2
libpmempool-debug,BSD,2
libpmempool-devel,BSD,2
libpng,zlib,2
libpng-devel,zlib,2
libpng15,zlib,2
libpq,PostgreSQL,2
libpq-devel,PostgreSQL,2
libproxy-bin,LGPLv2+,2
libproxy-gnome,LGPLv2+,2
libproxy-webkitgtk4,LGPLv2+,2
libpsl-devel,MIT,2
libpsm2,BSD or GPLv2,4
libpst-libs,GPLv2+,2
libqb,LGPLv2+,2
libquadmath-devel,GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD,2
libqxp,MPLv2.0,4
librabbitmq,MIT,2
librabbitmq-tools,MIT,2
librados2,LGPLv2+ and CC-BY-SA-3.0 and GPLv2 and Boost and BSD and MIT,4
LibRaw,BSD and LGPLv2,4
librbd1,LGPLv2+ and CC-BY-SA-3.0 and GPLv2 and Boost and BSD and MIT,4
librdkafka,BSD,2
librdmacm,GPLv2 or BSD,2
librelp,GPLv3+,2
libreoffice,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-base,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-calc,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-core,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-data,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-draw,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-emailmerge,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-filters,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-gdb-debug-support,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-graphicfilter,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-gtk3,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ar,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-bg,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-bn,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ca,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-cs,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-da,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-de,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-dz,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-el,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-en,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-eo,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-es,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-et,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-eu,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-fi,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-fr,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-gl,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-gu,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-he,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-hi,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-hr,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-hu,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-id,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-it,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ja,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ko,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-lt,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-lv,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-nb,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-nl,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-nn,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-pl,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-pt-BR,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-pt-PT,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ro,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ru,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-si,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-sk,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-sl,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-sv,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-ta,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-tr,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-uk,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-zh-Hans,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-help-zh-Hant,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-impress,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-af,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-ar,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-as,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-bg,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-bn,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-br,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-ca,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-cs,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-cy,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-da,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-de,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-dz,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-el,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-en,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-eo,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-es,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-et,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-eu,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-fa,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-fi,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-fr,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-fy,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-ga,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-gl,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-gu,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-he,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
libreoffice-langpack-hi,(MPLv1.1 or LGPLv3+) and LGPLv3 and LGPLv2+ and BSD and (MPLv1.1 or GPLv2 or LGPLv2 or Netscape) and Public Domain and ASL 2.0 and MPLv2.0 and CC0,2
