Package,License,Application Compatibility Level
libgcrypt-devel,BSD-3-Clause AND (BSD-3-Clause OR GPL-2.0-only) AND GPL-2.0-or-later AND LGPL-2.1-or-later AND LGPL-2.0-or-later AND MIT-Modern-Variant,4
libgee,LGPL-2.1-or-later,2
libgexiv2,GPL-2.0-or-later,4
libglvnd,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libglvnd-core-devel,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libglvnd-devel,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,2
libglvnd-egl,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libglvnd-gles,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libglvnd-glx,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libglvnd-opengl,MIT-feh AND MIT-Modern-Variant AND BSD-1-Clause AND BSD-3-Clause AND GPL-3.0-or-later WITH Autoconf-exception-macro,1
libgomp-offload-amdgcn,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
libgomp-offload-nvptx,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
libgpg-error-devel,LGPL-2.1-or-later AND (BSD-3-Clause OR LGPL-2.1-or-later) AND FSFULLR AND GPL-2.0-or-later,2
libgphoto2,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND BSD-3-Clause AND IJG-short AND (MIT OR Unlicense),2
libgpiod,LGPL-2.1-or-later,4
libgpiod-c++,LGPL-2.1-or-later,4
libgpiod-devel,LGPL-2.1-or-later,4
libgpiod-utils,GPL-2.0-or-later,4
libgs,AGPL-3.0-or-later,2
libgsf,LGPL-2.1-only,2
libgtop2,GPL-2.0-or-later,2
libgudev-devel,LGPL-2.1-or-later,4
libguestfs,LGPL-2.1-or-later,2
libguestfs-appliance,GPL-2.0-or-later AND LGPL-2.1-or-later,2
libguestfs-bash-completion,GPL-2.0-or-later,2
libguestfs-inspect-icons,LGPL-2.1-or-later,2
libguestfs-rescue,GPL-2.0-or-later,2
libguestfs-rsync,GPL-2.0-or-later,2
libguestfs-winsupport,GPLv2+,2
libguestfs-xfs,GPL-2.0-or-later,2
libgweather,GPL-2.0-or-later AND BSD-3-Clause,2
libgxps,LGPL-2.1-or-later,2
libhandy,LGPL-2.1-or-later,2
libhangul,LGPL-2.1-or-later,2
libhwasan,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libi2c,LGPL-2.1-or-later,2
libi2cd,LGPL-2.1-or-later,4
libi2cd-devel,LGPL-2.1-or-later,4
libibumad,GPLv2 or BSD,2
libical,LGPL-2.1-only OR MPL-2.0,2
libical-glib,LGPL-2.1-only OR MPL-2.0,2
libICE,MIT-open-group,2
libICE-devel,MIT-open-group,2
libicu-devel,Unicode-DFS-2016 AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,2
libidn2-devel,(GPL-2.0-or-later OR LGPL-3.0-or-later) AND GPL-3.0-or-later,2
libieee1284,GPL-2.0-or-later,2
libieee1284-devel,GPL-2.0-or-later,2
libijs,AGPL-3.0-or-later,2
libinput,MIT,2
libinput-utils,MIT,2
libipt,BSD-3-Clause,2
libiptcdata,LGPL-2.0-only,2
libisoburn,GPL-2.0-or-later,2
libisoburn-doc,GPL-2.0-or-later,Not Applicable
libisofs,GPL-2.0-or-later AND LGPL-2.0-or-later,2
libisofs-doc,GPL-2.0-or-later AND LGPL-2.0-or-later,Not Applicable
libitm,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libitm-devel,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libjose,Apache-2.0,2
libjpeg-turbo,Zlib AND BSD-3-Clause AND MIT AND IJG,2
libjpeg-turbo-devel,Zlib AND BSD-3-Clause AND MIT AND IJG,2
libjpeg-turbo-utils,Zlib AND BSD-3-Clause AND MIT AND IJG,2
libkdumpfile,LGPL-3.0-or-later OR GPL-2.0-or-later,2
libkdumpfile-devel,LGPL-3.0-or-later OR GPL-2.0-or-later,2
libkeepalive,MIT,2
liblc3,Apache-2.0,2
libldac,Apache-2.0,2
liblerc,Apache-2.0,4
liblognorm,LGPL-2.1-or-later AND Apache-2.0,2
liblognorm-doc,LGPL-2.1-or-later AND Apache-2.0,Not Applicable
liblouis,LGPL-2.1-or-later AND LGPL-2.0-or-later,2
liblouis-tables,LGPL-2.1-or-later AND LGPL-3.0-or-later,Not Applicable
liblsan,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libluksmeta,LGPL-2.1-or-later,2
libmad,GPL-2.0-or-later,2
libmaxminddb,Apache-2.0 AND BSD-3-Clause,2
libmicrohttpd,LGPL-2.1-or-later AND (LGPL-2.1-or-later OR GPL-2.0-or-later WITH eCos-exception-2.0) AND GFDL-1.3-no-invariants-or-later,4
libmng,Zlib,4
libmount-devel,LGPL-2.1-or-later,2
libmpc,LGPL-3.0-or-later AND FSFAP,2
libmpc-devel,LGPL-3.0-or-later AND FSFAP,4
libmpeg2,GPL-2.0-or-later,2
libmspack,LGPL-2.1-only AND LicenseRef-CRC32 AND MIT,4
libmtp,LGPL-2.1-or-later AND LGPL-2.1-only AND FSFULLR AND LicenseRef-Fedora-UltraPermissive,4
libnbd,LGPL-2.0-or-later AND BSD-3-Clause,2
libnbd-bash-completion,LGPL-2.0-or-later AND BSD-3-Clause,2
libnet,BSD-2-Clause AND BSD-3-Clause,2
libnetfilter_cthelper,GPL-2.0-only,2
libnetfilter_cttimeout,GPL-2.0-or-later,2
libnetfilter_queue,GPL-2.0-only,2
libnghttp2-devel,MIT,4
libnl3-devel,LGPL-2.1-only,2
libnma,GPL-2.0-or-later AND LGPL-2.1-or-later,4
libnma-gtk4,GPL-2.0-or-later AND LGPL-2.1-or-later,4
libnotify,LGPL-2.1-or-later,2
libnotify-devel,LGPL-2.1-or-later,2
libnxz,Apache-2.0 OR GPL-2.0-or-later,4
libocxl,Apache-2.0,2
liboeffis,MIT,4
libogg,BSD-3-Clause,2
libomp,Apache-2.0 WITH LLVM-exception OR NCSA,3
libomp-devel,Apache-2.0 WITH LLVM-exception OR NCSA,3
libopenraw,LGPL-3.0-or-later,2
liboqs,MIT AND Apache-2.0 AND BSD-3-Clause AND (BSD-3-Clause OR GPL-1.0-or-later) AND CC0-1.0 AND Unlicense,4
liboqs-devel,MIT AND Apache-2.0 AND BSD-3-Clause AND (BSD-3-Clause OR GPL-1.0-or-later) AND CC0-1.0 AND Unlicense,2
libosinfo,LGPL-2.1-or-later,2
libotf,LGPL-2.1-or-later,2
libpanel,LGPL-3.0-or-later,2
libpaper,LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND GPL-3.0-or-later AND LGPL-2.0-or-later AND FSFAP,2
libpciaccess-devel,HPND AND MIT,2
libpeas1-gtk,LGPL-2.1-or-later,2
libpeas1-loader-python3,LGPL-2.1-or-later,2
libpfm,MIT,2
libpfm-devel,MIT,2
libpgtypes,PostgreSQL,4
libpinyin,GPL-3.0-or-later,2
libpinyin-data,GPL-3.0-or-later,2
libpng,zlib,2
libpng-devel,zlib,2
libportal,LGPL-3.0-only AND LGPL-2.1-or-later,2
libportal-gtk3,LGPL-3.0-only AND LGPL-2.1-or-later,2
libportal-gtk4,LGPL-3.0-only AND LGPL-2.1-or-later,2
libportal-qt6,LGPL-3.0-only AND LGPL-2.1-or-later,2
libppd,Apache-2.0 WITH LLVM-exception,2
libpq-devel,PostgreSQL,2
libproxy-bin,LGPL-2.1-or-later,2
libpsl-devel,MIT,2
libqb,LGPL-2.1-or-later,2
libquadmath-devel,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
librabbitmq,MIT,2
librabbitmq-tools,MIT,2
librados2,(LGPLv2+ or LGPLv3) and CC-BY-SA-3.0 and GPLv2 and Boost and BSD and MIT,2
librbd1,(LGPLv2+ or LGPLv3) and CC-BY-SA-3.0 and GPLv2 and Boost and BSD and MIT,2
librdkafka,Apache-2.0,2
librdmacm,GPLv2 or BSD,2
librelp,GPL-3.0-or-later,2
libreswan,GPL-2.0-or-later AND MPL-2.0,2
librsvg2,Apache-2.0 AND (Apache-2.0 OR MIT) AND BSD-3-Clause AND LGPL-2.1-or-later AND MIT AND (MIT OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND MPL-2.0 AND Unicode-DFS-2016 AND (Unlicense OR MIT) AND (Zlib OR Apache-2.0 OR MIT),2
librsvg2-devel,Apache-2.0 AND (Apache-2.0 OR MIT) AND BSD-3-Clause AND LGPL-2.1-or-later AND MIT AND (MIT OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND MPL-2.0 AND Unicode-DFS-2016 AND (Unlicense OR MIT) AND (Zlib OR Apache-2.0 OR MIT),2
librsvg2-tools,Apache-2.0 AND (Apache-2.0 OR MIT) AND BSD-3-Clause AND LGPL-2.1-or-later AND MIT AND (MIT OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND MPL-2.0 AND Unicode-DFS-2016 AND (Unlicense OR MIT) AND (Zlib OR Apache-2.0 OR MIT),2
libsamplerate,BSD-2-Clause,2
libsane-airscan,GPL-2.0-or-later WITH SANE-exception AND MIT,2
libsane-hpaio,GPL-2.0-or-later AND MIT AND BSD-3-Clause-HP AND IJG AND GPL-2.0-only AND LGPL-2.1-or-later AND BSD-2-Clause AND LicenseRef-Fedora-Public-Domain AND python-ldap,2
libsbc,GPL-2.0-only AND LGPL-2.1-or-later,2
libseccomp-devel,LGPL-2.1-only,2
libsecret,LGPL-2.1-or-later AND Apache-2.0 AND (GPL-2.0-or-later OR TGPPL-1.0) AND LicenseRef-Fedora-Public-Domain,2
libsecret-devel,LGPL-2.1-or-later AND Apache-2.0 AND (GPL-2.0-or-later OR TGPPL-1.0) AND LicenseRef-Fedora-Public-Domain,2
libselinux-devel,LicenseRef-Fedora-Public-Domain,2
libselinux-ruby,LicenseRef-Fedora-Public-Domain,2
libsepol-devel,LGPL-2.1-or-later,2
libsepol-utils,LGPL-2.1-or-later,2
libserf,Apache-2.0,2
libshaderc,Apache-2.0,4
libshout,LGPL-2.0-or-later,2
libsigc++30,LGPLv2+,2
libslirp,BSD-3-Clause AND MIT,4
libSM,MIT AND MIT-open-group,2
libSM-devel,MIT AND MIT-open-group,2
libsmi,TCL AND BSD-3-Clause,2
libsndfile,LGPL-2.1-or-later AND GPL-2.0-or-later AND BSD-3-Clause,2
libsndfile-utils,LGPL-2.1-or-later AND GPL-2.0-or-later AND BSD-3-Clause,2
libsoup3,LGPL-2.0-or-later,2
libsoup3-devel,LGPL-2.0-or-later,2
libspectre,GPL-2.0-or-later,2
libspelling,LGPL-2.1-or-later,4
libspiro,GPL-3.0-or-later,2
libsrtp,BSD-3-Clause,2
libssh-devel,LGPL-2.1-or-later,2
libstdc++-devel,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
libstdc++-docs,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,Not Applicable
libstoragemgmt,LGPL-2.1-or-later,4
libstoragemgmt-arcconf-plugin,LGPL-2.1-or-later,2
libstoragemgmt-hpsa-plugin,LGPL-2.1-or-later,2
libstoragemgmt-local-plugin,LGPL-2.1-or-later,2
libstoragemgmt-megaraid-plugin,LGPL-2.1-or-later,2
libstoragemgmt-nfs-plugin,LGPL-2.1-or-later,2
libstoragemgmt-targetd-plugin,LGPL-2.1-or-later,2
libstoragemgmt-udev,LGPL-2.1-or-later,2
libsysprof,GPL-2.0-or-later AND GPL-3.0-or-later AND CC-BY-SA-4.0 AND BSD-2-Clause-Patent,2
libtasn1-devel,GPL-3.0-or-later AND LGPL-2.1-or-later,4
libtasn1-tools,GPLv3+,4
libthai,LGPL-2.1-or-later,2
libthai-devel,LGPL-2.1-or-later,2
libtheora,BSD,2
libtiff,libtiff,4
libtiff-devel,libtiff,4
libtool,GPL-2.0-or-later AND GPL-2.0-or-later WITH Autoconf-exception-generic AND GPL-2.0-or-later WITH Libtool-exception AND LGPL-2.0-or-later WITH Libtool-exception AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND MIT AND FSFAP AND FSFULLR AND FSFULLRWD AND GFDL-1.3-or-later AND X11 AND LicenseRef-Fedora-public-domain,2
libtool-ltdl,LGPLv2+,2
libtpms,BSD-3-Clause AND LicenseRef-TCGL,2
libtracecmd-devel,LGPL-2.1-only AND LGPL-2.1-or-later AND GPL-2.0-only AND GPL-2.0-or-later,2
libtraceevent-devel,LGPL-2.1-only AND LGPL-2.1-or-later AND GPL-2.0-only AND GPL-2.0-or-later,2
libtracefs-devel,LGPL-2.1-or-later AND GPL-2.0-or-later AND GPL-2.0-only,2
libtracker-sparql,LGPL-2.1-or-later,2
libtree-sitter,MIT,4
libtsan,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libubsan,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,4
libudisks2,LGPL-2.0-or-later,4
libusb1-devel,LGPL-2.1-or-later,2
libuuid-devel,BSD-3-Clause AND LGPL-2.1-or-later,2
libuv,MIT AND CC-BY-4.0 AND ISC AND BSD-2-Clause,4
libuv-devel,MIT AND CC-BY-4.0 AND ISC AND BSD-2-Clause,4
libuv-static,MIT AND CC-BY-4.0 AND ISC AND BSD-2-Clause,4
libv4l,LGPL-2.1-or-later AND GPL-2.0-or-later AND IJG-short AND BSD-2-Clause,2
libva,MIT AND HPND-sell-variant AND ICU,2
libva-devel,MIT AND HPND-sell-variant AND ICU,2
libvdpau,MIT,4
libvdpau-trace,MIT,4
libverto-devel,MIT,2
libvirt,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-client,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-client-qemu,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-common,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,4
libvirt-daemon-config-network,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-config-nwfilter,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-interface,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-network,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-nodedev,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-nwfilter,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-qemu,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-secret,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-core,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-disk,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-iscsi,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-logical,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-mpath,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-rbd,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-driver-storage-scsi,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-kvm,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-daemon-lock,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,4
libvirt-daemon-log,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,4
libvirt-daemon-plugin-lockd,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,4
libvirt-daemon-proxy,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,4
libvirt-dbus,LGPL-2.1-or-later,2
libvirt-glib,LGPL-2.1-or-later,2
libvirt-libs,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-nss,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvirt-ssh-proxy,GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND OFL-1.1,2
libvma,GPLv2 or BSD,2
libvma-utils,GPLv2 or BSD,2
libvoikko,GPL-2.0-or-later,2
libvorbis,BSD-3-Clause,2
libvpx,BSD-3-Clause,2
libwacom,HPND,2
libwacom-data,HPND,2
libwayland-client,MIT,2
libwayland-cursor,MIT,2
libwayland-egl,MIT,2
libwayland-server,MIT,2
libwebp,BSD,4
libwebp-devel,BSD,4
libwinpr,Apache-2.0 AND HPND AND LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND OFL-1.1,4
libwnck3,LGPL-2.0-or-later,2
libwsman1,BSD-3-Clause AND MIT,2
libX11,MIT AND X11,2
libX11-common,MIT AND X11,2
libX11-devel,MIT AND X11,2
libX11-xcb,MIT AND X11,2
